ID_streamer_i,ID_streamer_j,overlap_percentage
0,1910,1.0
0,1912,3.1
0,1914,2.1
0,1915,4.0
0,1925,4.2
0,1926,2.6
0,1927,9.9
0,1928,3.5
0,1934,1.2
0,1938,1.9
0,1941,10.5
0,1943,1.7
0,1948,1.2
0,1950,3.7
0,1952,1.5
0,1953,1.0
0,1954,3.1
0,1958,18.0
0,1959,9.3
0,1962,1.4
0,1966,2.1
0,1971,8.3
0,1972,2.1
0,1974,1.6
0,1981,6.9
0,1983,5.6
0,1984,1.5
0,1988,1.8
0,1996,13.2
0,1999,2.1
0,2000,1.4
0,2003,1.6
0,2005,4.0
0,2006,1.6
0,2010,1.3
0,2013,7.4
0,2014,6.2
0,2020,4.3
0,2028,2.4
0,2029,5.0
0,2030,2.3
0,2031,1.0
0,2032,3.6
0,2033,1.3
0,2034,4.2
0,2035,3.3
0,2039,2.6
0,2041,1.4
0,2042,4.5
0,2043,6.2
0,2045,1.8
0,2046,2.7
0,2049,12.6
0,2050,9.5
0,2054,7.3
0,2056,2.2
0,2057,6.3
0,2058,2.4
0,2059,8.7
0,2063,9.0
0,2067,7.8
0,2068,1.7
0,2074,1.4
0,2078,1.0
0,2080,7.2
0,2082,3.0
0,2085,2.6
0,2086,8.1
0,2094,2.5
0,2095,30.8
0,2097,2.0
0,2101,1.7
0,2102,4.3
0,2106,38.3
0,2107,1.2
0,2109,2.2
0,2113,16.5
0,2116,3.1
0,2117,5.6
0,2118,16.5
0,2120,5.5
0,2121,5.0
0,2122,2.2
0,2123,2.3
0,2125,2.3
0,2126,11.9
0,2128,1.9
0,2133,2.8
0,2140,5.0
0,2141,1.9
0,2143,7.6
0,2153,1.3
0,2158,1.1
0,2159,1.0
0,2160,3.2
0,2161,2.1
0,2162,1.9
0,2165,8.7
0,2166,1.9
0,2168,8.3
0,2169,2.1
0,2172,2.8
0,2173,3.4
0,2174,1.8
0,2175,2.1
0,2177,2.4
0,2181,8.8
0,2182,2.9
0,2183,13.3
0,2188,8.3
0,2190,3.8
0,2193,2.5
0,2194,2.3
0,2198,1.9
0,2199,1.1
0,2200,2.5
0,2204,4.5
0,2207,2.2
0,2221,4.1
0,2222,4.6
0,2223,1.8
0,2224,12.2
0,2226,2.6
0,2227,1.7
0,2228,10.2
0,2230,13.4
0,2231,1.3
0,2232,7.3
0,2234,1.5
0,2236,4.0
0,2240,1.0
0,2241,8.3
0,2244,8.1
0,2245,1.4
0,2247,2.2
0,2249,1.1
0,2250,2.5
0,2251,4.0
0,2253,1.3
0,2260,3.3
0,2262,7.0
0,2263,1.7
0,2264,2.2
0,2266,6.1
0,2269,1.9
0,2270,1.7
0,2271,2.0
0,2272,1.3
0,2274,5.9
0,2275,1.8
0,2276,2.4
0,2279,2.1
0,2280,1.2
0,2283,3.1
0,2285,6.1
0,2287,6.7
0,2290,3.2
0,2291,1.8
0,2292,11.4
0,2294,1.1
0,2295,9.5
0,2297,7.0
0,2298,8.0
0,2300,2.7
0,2302,17.4
0,2307,12.3
0,2313,2.5
0,2315,2.6
0,2316,1.1
0,2318,1.1
0,2320,4.2
0,2321,13.9
0,2324,9.1
0,2325,1.3
0,2330,1.2
0,2334,9.2
0,2338,10.8
0,2339,1.8
0,2341,2.1
0,2343,13.1
0,2345,3.6
0,2346,9.2
0,2353,1.5
0,2355,7.4
0,2359,3.8
0,2361,3.2
0,2366,3.2
0,2369,6.1
0,2370,2.0
0,2373,4.0
0,2374,3.0
0,2375,2.4
0,2377,40.9
0,2378,9.3
0,2385,3.4
0,2389,1.6
0,2390,5.3
0,2392,1.0
0,2394,1.1
0,2396,6.5
0,2398,3.6
0,2402,2.1
0,2403,4.3
0,2404,1.5
0,2412,4.2
0,2414,9.8
0,2416,1.2
0,2419,11.3
0,2425,3.4
0,2428,1.7
0,2431,2.0
0,2432,1.3
0,2433,2.8
0,2436,7.8
0,2437,1.7
0,2441,1.4
0,2444,1.0
0,2445,2.0
0,2446,3.4
0,2456,2.1
0,2457,3.0
0,2459,9.1
0,2462,3.3
0,2463,1.3
0,2465,4.0
0,2467,2.0
0,2468,1.3
0,2470,1.2
0,2472,1.5
0,2474,9.1
0,2476,1.4
0,2478,2.0
0,2481,2.9
0,2485,4.8
0,2487,1.6
0,2488,3.7
0,2490,1.8
0,2491,1.8
0,2495,9.6
0,2497,4.9
0,2498,1.0
0,2502,10.3
0,2504,3.0
0,2507,1.8
0,2508,3.1
0,2509,23.8
0,2510,5.9
0,2511,5.6
0,2513,1.9
0,2516,4.9
0,2517,3.6
0,2518,4.0
0,2522,7.5
0,2524,13.5
0,2526,1.5
0,2529,1.2
0,2530,1.7
0,2532,1.1
0,2533,3.7
0,2535,2.1
0,2536,1.5
0,2538,6.2
0,2540,3.7
0,2542,10.8
0,2544,1.8
0,2549,4.5
0,2551,1.5
0,2554,1.3
0,2555,1.2
0,2558,9.1
0,2559,1.2
0,2561,4.8
0,2562,1.6
0,2565,1.9
0,2566,1.1
0,2568,1.2
0,2569,8.6
0,2574,4.9
0,2576,3.1
0,2578,2.7
0,2579,4.7
0,2580,5.6
0,2581,1.1
0,2586,1.0
0,2587,8.5
0,2590,2.3
0,2595,6.6
0,2600,2.0
0,2602,1.0
0,2603,4.0
0,2605,1.1
0,2606,1.7
0,2609,1.7
0,2619,1.6
0,2621,1.3
0,2629,2.0
0,2633,2.4
0,2636,1.4
0,2637,1.7
0,2638,1.4
0,2640,2.6
0,2648,2.2
0,2651,4.8
0,2652,1.9
0,2654,12.5
0,2656,2.3
0,2657,24.1
0,2659,1.8
0,2660,5.5
0,2661,2.0
0,2666,6.7
0,2670,12.1
0,2671,2.6
0,2674,2.8
0,2675,1.5
0,2677,1.9
0,2678,2.6
0,2681,3.7
0,2683,7.5
0,2687,19.2
0,2689,6.1
0,2692,7.4
0,2693,1.5
0,2694,2.4
0,2701,1.5
0,2704,1.2
0,2706,1.9
0,2707,2.2
0,2708,2.2
0,2709,1.1
0,2710,3.2
0,2711,1.4
0,2712,3.2
0,2713,4.1
0,2714,2.5
0,2715,1.7
0,2716,1.9
0,2717,2.4
0,2718,4.5
0,2719,6.2
0,2722,1.5
0,2729,4.5
0,2730,9.3
0,2735,5.7
0,2736,2.6
0,2737,5.8
0,2739,1.1
0,2740,3.8
0,2741,5.9
0,2743,2.9
0,2747,3.8
0,2748,3.8
0,2749,6.4
0,2751,2.4
0,2752,4.1
0,2753,1.2
0,2754,4.2
0,2755,2.3
0,2756,11.8
0,2758,10.3
0,2765,1.8
0,2767,3.9
0,2768,5.0
0,2769,1.8
0,2772,6.2
0,2774,2.5
0,2778,1.2
0,2779,10.0
0,2783,4.3
0,2784,1.0
0,2785,1.0
0,2787,2.4
0,2794,2.4
0,2795,5.4
0,2799,1.1
0,2800,3.0
0,2801,2.9
0,2803,10.5
0,2805,3.7
0,2807,3.6
0,2812,7.7
0,2816,3.6
0,2818,1.6
0,2820,3.3
0,2822,12.1
0,2824,3.4
0,2831,2.0
0,2833,2.6
0,2834,6.7
0,2837,1.7
0,2838,6.2
0,2847,1.2
0,2849,4.2
0,2852,2.9
0,2856,2.4
0,2858,1.1
0,2859,2.4
0,2864,3.0
0,2865,2.1
0,2870,5.6
0,2874,4.3
0,2875,1.8
0,2877,4.2
0,2881,6.7
0,2884,4.0
0,2886,1.3
0,2887,5.0
0,2889,6.3
0,2891,2.0
0,2893,6.9
0,2897,1.2
0,2899,4.8
0,2900,3.3
0,2901,1.1
0,2902,3.3
0,2909,1.4
0,2914,7.1
0,2915,2.8
0,2919,2.7
0,2920,3.6
0,2921,2.6
0,2923,3.1
0,2924,1.5
0,2925,1.9
0,2926,19.1
0,2931,5.3
0,2932,4.1
0,2933,1.4
0,2934,3.5
0,2937,9.8
0,2938,2.2
0,2939,3.2
0,2945,1.7
0,2952,4.7
0,2953,2.1
0,2954,5.9
0,2955,4.1
0,2959,1.4
0,2960,2.2
0,2961,1.6
0,2962,1.0
0,2976,10.0
1,2,19.4
1,3,27.7
1,4,38.9
1,5,55.0
1,6,18.8
1,7,62.6
1,8,36.2
1,9,18.3
1,10,16.3
1,11,19.9
1,12,35.0
1,13,13.5
1,14,16.6
1,15,26.3
1,16,27.9
1,17,11.9
1,18,20.6
1,19,20.3
1,20,32.0
1,21,24.6
1,22,7.5
1,23,21.6
1,24,26.2
1,25,20.6
1,26,18.3
1,27,1.5
1,28,18.7
1,29,11.1
1,30,6.3
1,31,18.2
1,32,5.0
1,33,19.4
1,34,9.5
1,35,8.4
1,36,13.0
1,37,10.7
1,38,18.7
1,39,9.0
1,40,42.0
1,41,8.0
1,42,10.6
1,43,46.9
1,44,34.8
1,45,9.3
1,46,14.3
1,47,9.9
1,48,20.7
1,49,45.3
1,50,6.0
1,51,21.2
1,52,11.7
1,53,23.8
1,54,33.6
1,55,16.7
1,56,20.4
1,57,17.2
1,58,11.2
1,59,7.7
1,60,29.7
1,61,6.1
1,62,16.3
1,63,32.1
1,64,17.8
1,65,11.2
1,66,14.1
1,67,28.8
1,68,9.6
1,69,16.5
1,71,43.4
1,72,2.6
1,73,15.4
1,74,16.3
1,75,2.8
1,76,18.7
1,77,22.4
1,78,19.7
1,79,9.8
1,80,21.7
1,81,30.7
1,82,6.1
1,83,14.2
1,84,10.7
1,85,8.2
1,86,16.0
1,87,14.1
1,88,13.9
1,89,5.8
1,90,22.0
1,91,5.0
1,92,18.9
1,93,25.9
1,94,17.3
1,95,7.1
1,96,11.7
1,97,18.3
1,98,19.0
1,99,15.0
1,100,22.5
1,101,49.4
1,102,21.4
1,103,9.0
1,104,9.3
1,105,20.9
1,106,32.5
1,107,14.6
1,108,17.4
1,109,45.1
1,110,55.2
1,111,38.4
1,112,11.9
1,113,14.2
1,114,29.5
1,115,24.5
1,116,4.8
1,117,14.9
1,118,10.0
1,119,15.0
1,120,8.3
1,121,6.4
1,122,13.9
1,123,3.4
1,124,26.7
1,125,18.5
1,126,16.5
1,127,11.6
1,128,40.0
1,129,10.2
1,130,26.7
1,131,10.7
1,132,10.2
1,133,30.5
1,134,29.9
1,135,4.7
1,136,25.2
1,137,9.0
1,138,14.9
1,139,18.4
1,140,19.3
1,141,11.4
1,142,13.4
1,143,14.1
1,144,29.7
1,145,24.3
1,146,16.1
1,147,19.6
1,148,3.0
1,149,11.6
1,150,20.3
1,151,16.3
1,152,27.5
1,153,9.3
1,154,8.9
1,155,23.9
1,156,11.9
1,157,20.3
1,158,11.6
1,159,14.9
1,160,20.8
1,161,16.8
1,162,10.0
1,163,14.3
1,164,11.6
1,165,22.2
1,166,7.6
1,167,21.8
1,168,18.1
1,169,8.4
1,170,12.3
1,171,23.5
1,172,17.3
1,173,22.9
1,174,18.9
1,175,12.7
1,176,10.3
1,177,8.7
1,178,13.9
1,179,2.3
1,180,9.8
1,181,13.6
1,182,7.7
1,183,8.5
1,184,17.4
1,185,14.9
1,186,8.8
1,187,7.9
1,188,17.4
1,189,8.2
1,190,21.3
1,191,27.5
1,192,11.2
1,193,13.5
1,194,6.7
1,195,6.7
1,196,28.0
1,197,15.4
1,198,13.2
1,199,17.3
1,200,31.5
1,202,24.4
1,203,21.8
1,204,30.0
1,205,13.9
1,206,15.9
1,207,5.8
1,208,6.2
1,209,13.6
1,210,24.0
1,211,14.1
1,212,16.6
1,213,11.7
1,214,17.8
1,215,10.1
1,216,7.6
1,217,31.1
1,218,15.7
1,219,9.7
1,220,8.5
1,221,16.8
1,222,20.2
1,223,28.2
1,224,12.4
1,225,7.9
1,226,34.6
1,227,12.3
1,228,4.8
1,229,12.1
1,230,38.6
1,231,15.8
1,232,11.3
1,233,15.7
1,234,13.1
1,235,12.2
1,236,14.8
1,237,27.7
1,238,11.7
1,239,8.7
1,240,8.9
1,241,13.4
1,242,13.3
1,243,21.2
1,244,33.6
1,245,22.0
1,246,25.6
1,247,14.1
1,248,12.9
1,250,4.7
1,251,12.4
1,252,6.6
1,253,34.5
1,254,20.6
1,255,21.0
1,256,15.1
1,257,1.0
1,258,15.1
1,259,19.9
1,260,5.6
1,261,22.3
1,262,19.0
1,263,31.7
1,264,12.9
1,265,3.7
1,266,21.3
1,267,16.3
1,268,14.1
1,269,32.1
1,270,8.8
1,272,32.4
1,273,24.0
1,274,3.7
1,275,13.1
1,276,24.1
1,277,13.7
1,278,21.6
1,279,12.6
1,280,20.1
1,281,6.9
1,282,17.5
1,283,27.2
1,284,31.2
1,285,15.6
1,286,21.0
1,287,25.4
1,288,13.3
1,289,16.4
1,290,9.0
1,291,18.4
1,292,16.2
1,293,19.6
1,294,17.3
1,295,13.2
1,296,8.9
1,297,19.8
1,298,16.3
1,299,20.0
1,300,20.4
1,301,24.3
1,302,17.1
1,303,4.0
1,304,6.0
1,305,28.2
1,306,6.2
1,307,12.9
1,308,23.6
1,309,4.1
1,310,17.2
1,311,8.6
1,312,14.4
1,313,17.0
1,314,5.5
1,315,16.4
1,316,15.3
1,317,9.7
1,318,12.8
1,319,13.6
1,320,6.7
1,321,30.9
1,322,19.6
1,323,14.0
1,324,25.2
1,325,20.7
1,327,2.6
1,328,11.9
1,329,18.1
1,330,24.0
1,331,20.9
1,332,13.7
1,333,12.9
1,335,4.6
1,336,15.8
1,337,11.3
1,338,3.7
1,339,24.3
1,340,17.6
1,341,15.8
1,342,2.6
1,343,16.6
1,344,12.3
1,345,34.5
1,347,10.6
1,348,1.6
1,349,9.2
1,350,20.3
1,351,12.0
1,352,19.0
1,353,27.8
1,354,16.9
1,355,13.5
1,356,14.6
1,357,37.4
1,358,17.0
1,359,7.1
1,360,15.7
1,361,12.0
1,362,12.4
1,363,4.0
1,364,13.5
1,365,25.5
1,366,17.3
1,367,15.0
1,368,10.7
1,369,80.9
1,370,11.1
1,371,9.8
1,372,13.0
1,373,5.8
1,374,14.3
1,375,17.0
1,376,28.7
1,377,16.0
1,378,19.3
1,379,16.0
1,380,23.4
1,381,36.0
1,382,11.7
1,383,7.7
1,384,7.0
1,385,13.8
1,386,13.9
1,387,13.2
1,388,15.3
1,389,19.9
1,390,21.0
1,391,18.8
1,392,15.3
1,393,24.5
1,394,5.1
1,395,14.3
1,396,17.4
1,397,3.7
1,398,11.9
1,399,19.7
1,400,19.4
1,401,16.9
1,402,14.3
1,403,17.0
1,404,13.9
1,405,6.1
1,406,11.1
1,407,11.0
1,408,18.4
1,409,12.5
1,410,8.0
1,411,11.5
1,412,4.0
1,413,22.6
1,414,4.9
1,415,5.5
1,416,12.5
1,417,18.4
1,418,15.3
1,419,5.6
1,420,14.0
1,421,15.0
1,422,8.0
1,423,14.3
1,424,22.9
1,425,13.7
1,426,25.7
1,427,8.7
1,428,24.5
1,429,19.9
1,430,23.3
1,431,35.2
1,432,10.1
1,433,10.3
1,434,20.9
1,435,9.0
1,436,6.6
1,437,7.4
1,438,9.5
1,439,36.6
1,440,18.4
1,441,10.3
1,442,5.8
1,443,16.7
1,444,4.6
1,445,10.2
