ID_streamer,ID_game,minutes
12,1059,1500
15,1059,1875
16,1059,945
17,1059,360
19,1059,1770
20,1059,1170
22,1059,45
30,1059,120
31,1059,405
32,1059,105
34,1059,405
35,1059,435
37,1059,360
39,1059,60
40,1059,630
41,1059,75
44,1059,1395
45,1059,240
46,1059,2955
49,1059,120
50,1059,1200
53,1059,3570
55,1059,420
56,1059,2835
57,1059,1365
59,1059,915
60,1059,135
61,1059,2640
62,1059,1995
63,1059,60
65,1059,60
66,1059,105
67,1059,405
68,1059,1890
69,1059,1470
70,1059,45
75,1059,60
76,1059,2790
77,1059,435
78,1059,1620
79,1059,3075
80,1059,4005
81,1059,2340
82,1059,285
83,1059,60
88,1059,120
89,1059,150
91,1059,135
92,1059,60
93,1059,120
94,1059,1260
95,1059,180
96,1059,645
100,1059,1650
101,1059,480
103,1059,285
105,1059,375
108,1059,270
109,1059,90
110,1059,570
111,1059,165
114,1059,510
115,1059,120
122,1059,75
124,1059,225
125,1059,480
127,1059,420
128,1059,1800
129,1059,375
130,1059,435
131,1059,990
132,1059,1260
133,1059,1575
134,1059,195
135,1059,6720
136,1059,945
137,1059,660
138,1059,30
139,1059,60
140,1059,1380
141,1059,420
142,1059,4980
143,1059,45
145,1059,135
147,1059,495
149,1059,90
150,1059,765
151,1059,420
152,1059,270
154,1059,975
155,1059,885
156,1059,585
159,1059,180
160,1059,1935
161,1059,165
163,1059,210
164,1059,90
166,1059,435
167,1059,285
168,1059,2130
169,1059,45
170,1059,3045
171,1059,3345
177,1059,330
179,1059,210
183,1059,750
188,1059,135
190,1059,195
191,1059,105
193,1059,345
195,1059,630
196,1059,585
198,1059,450
205,1059,2520
206,1059,1065
208,1059,360
212,1059,300
213,1059,45
215,1059,90
219,1059,360
221,1059,90
222,1059,5520
224,1059,1155
226,1059,120
229,1059,1515
230,1059,795
232,1059,165
235,1059,2040
236,1059,540
237,1059,960
239,1059,1875
241,1059,585
245,1059,315
246,1059,390
247,1059,990
250,1059,525
254,1059,405
255,1059,1590
257,1059,780
260,1059,1215
265,1059,300
267,1059,390
271,1059,525
272,1059,90
273,1059,165
274,1059,465
275,1059,630
278,1059,120
282,1059,1605
283,1059,390
284,1059,1410
288,1059,75
289,1059,90
290,1059,465
291,1059,195
292,1059,1770
293,1059,105
298,1059,315
299,1059,240
300,1059,450
301,1059,3300
302,1059,480
305,1059,30
306,1059,660
307,1059,1335
308,1059,135
310,1059,135
315,1059,2175
317,1059,60
319,1059,510
323,1059,525
325,1059,360
327,1059,615
330,1059,2100
333,1059,240
335,1059,270
337,1059,330
339,1059,2895
341,1059,255
342,1059,1035
343,1059,180
344,1059,30
345,1059,240
346,1059,750
348,1059,510
350,1059,300
352,1059,1665
353,1059,60
355,1059,2895
357,1059,135
359,1059,60
361,1059,45
364,1059,75
365,1059,1755
366,1059,975
368,1059,270
369,1059,2010
372,1059,480
375,1059,330
376,1059,210
377,1059,60
380,1059,1425
381,1059,120
382,1059,300
383,1059,105
386,1059,900
389,1059,1695
390,1059,45
393,1059,1560
395,1059,1335
396,1059,660
397,1059,555
398,1059,2220
402,1059,780
403,1059,975
404,1059,2505
406,1059,840
409,1059,360
410,1059,165
412,1059,855
413,1059,975
415,1059,1410
416,1059,735
417,1059,660
419,1059,795
420,1059,180
422,1059,1770
424,1059,3285
427,1059,855
429,1059,45
431,1059,45
432,1059,150
434,1059,600
437,1059,285
438,1059,2370
441,1059,4965
442,1059,660
443,1059,105
444,1059,225
445,1059,90
449,1059,2850
452,1059,120
456,1059,315
457,1059,705
459,1059,375
460,1059,390
462,1059,210
464,1059,240
466,1059,150
469,1059,75
471,1059,1140
477,1059,150
487,1059,135
489,1059,135
491,1059,225
494,1059,960
495,1059,165
499,1059,1350
500,1059,150
502,1059,1500
503,1059,180
504,1059,1815
505,1059,915
506,1059,2445
507,1059,1485
509,1059,210
511,1059,135
512,1059,150
513,1059,105
514,1059,1110
515,1059,90
516,1059,840
517,1059,180
518,1059,300
523,1059,495
524,1059,1965
525,1059,45
526,1059,60
529,1059,675
530,1059,3135
533,1059,225
534,1059,405
537,1059,105
538,1059,2760
539,1059,1245
541,1059,960
544,1059,570
545,1059,4680
547,1059,795
553,1059,1230
557,1059,240
559,1059,1350
560,1059,1155
561,1059,4260
562,1059,60
563,1059,525
565,1059,45
566,1059,600
568,1059,210
571,1059,75
574,1059,135
577,1059,105
578,1059,300
580,1059,1485
584,1059,60
587,1059,525
593,1059,210
598,1059,405
601,1059,90
602,1059,120
603,1059,765
607,1059,270
609,1059,315
610,1059,945
612,1059,255
613,1059,630
614,1059,465
615,1059,1155
616,1059,300
617,1059,75
618,1059,1080
619,1059,495
621,1059,105
622,1059,180
626,1059,105
628,1059,645
629,1059,120
633,1059,405
634,1059,210
638,1059,480
639,1059,645
640,1059,720
641,1059,345
646,1059,150
651,1059,225
654,1059,225
659,1059,90
661,1059,345
665,1059,1320
666,1059,60
667,1059,1020
670,1059,45
675,1059,135
676,1059,60
678,1059,1245
681,1059,1350
682,1059,810
684,1059,75
688,1059,600
689,1059,105
691,1059,90
692,1059,1140
693,1059,915
698,1059,135
699,1059,360
701,1059,1575
703,1059,225
706,1059,1020
708,1059,1230
710,1059,1500
714,1059,75
716,1059,450
717,1059,75
718,1059,135
719,1059,240
720,1059,360
723,1059,540
726,1059,300
729,1059,150
735,1059,30
736,1059,1905
739,1059,735
741,1059,630
743,1059,630
744,1059,870
745,1059,2805
751,1059,330
753,1059,30
754,1059,135
755,1059,1335
759,1059,270
760,1059,450
762,1059,75
765,1059,30
767,1059,855
772,1059,345
774,1059,105
778,1059,150
781,1059,345
783,1059,1590
784,1059,375
785,1059,1080
787,1059,1500
789,1059,3045
790,1059,285
791,1059,465
794,1059,165
795,1059,720
798,1059,480
799,1059,90
801,1059,255
803,1059,75
807,1059,285
812,1059,540
814,1059,720
815,1059,60
817,1059,150
819,1059,150
825,1059,60
826,1059,1080
827,1059,75
834,1059,660
835,1059,405
837,1059,30
838,1059,750
839,1059,1200
841,1059,45
843,1059,60
850,1059,1395
851,1059,150
857,1059,150
863,1059,375
865,1059,285
873,1059,1965
877,1059,45
880,1059,345
881,1059,570
882,1059,1095
883,1059,45
884,1059,555
889,1059,90
892,1059,90
893,1059,105
898,1059,90
900,1059,165
902,1059,315
903,1059,1380
904,1059,195
905,1059,1650
907,1059,75
909,1059,315
910,1059,30
915,1059,1950
919,1059,135
920,1059,1440
922,1059,30
923,1059,210
930,1059,465
932,1059,390
935,1059,435
936,1059,90
939,1059,300
940,1059,1530
941,1059,75
946,1059,270
950,1059,2025
952,1059,1830
953,1059,30
958,1059,615
961,1059,1350
962,1059,495
965,1059,390
966,1059,120
968,1059,60
970,1059,135
972,1059,525
973,1059,60
976,1059,120
978,1059,450
980,1059,435
982,1059,105
984,1059,105
986,1059,90
990,1059,1260
991,1059,645
994,1059,210
997,1059,1080
998,1059,2100
999,1059,2550
1000,1059,525
1003,1059,120
1004,1059,2175
1005,1059,90
1007,1059,660
1008,1059,75
1010,1059,120
1013,1059,150
1014,1059,90
1015,1059,315
1019,1059,345
1020,1059,450
1021,1059,420
1022,1059,60
1023,1059,135
1024,1059,1350
1028,1059,60
1036,1059,150
1039,1059,255
1041,1059,255
1043,1059,690
1044,1059,150
1046,1059,105
1047,1059,300
1048,1059,285
1057,1059,4860
1060,1059,210
1061,1059,360
1063,1059,615
1066,1059,240
1070,1059,825
1072,1059,60
1073,1059,30
1074,1059,45
1075,1059,1425
1077,1059,45
1080,1059,645
1083,1059,255
1084,1059,915
1086,1059,1065
1087,1059,600
1090,1059,495
1091,1059,30
1092,1059,630
1093,1059,630
1096,1059,195
1098,1059,120
1099,1059,555
1104,1059,1725
1105,1059,645
1107,1059,180
1113,1059,645
1115,1059,75
1118,1059,150
1119,1059,135
1121,1059,45
1124,1059,75
1126,1059,105
1132,1059,3690
1135,1059,1095
1138,1059,75
1139,1059,435
1141,1059,630
1142,1059,525
1144,1059,90
1146,1059,8250
1148,1059,510
1149,1059,1395
1150,1059,255
1151,1059,600
1152,1059,525
1154,1059,210
1156,1059,660
1157,1059,1080
1159,1059,105
1160,1059,165
1161,1059,285
1165,1059,270
1167,1059,480
1168,1059,60
1169,1059,240
1172,1059,30
1173,1059,120
1176,1059,75
1177,1059,1545
1181,1059,75
1182,1059,165
1184,1059,210
1185,1059,570
1186,1059,225
1188,1059,120
1190,1059,60
1191,1059,30
1192,1059,120
1194,1059,240
1197,1059,360
1203,1059,585
1212,1059,285
1216,1059,375
1220,1059,1725
1221,1059,990
1222,1059,780
1231,1059,45
1232,1059,180
1236,1059,720
1238,1059,570
1240,1059,600
1242,1059,3810
1247,1059,375
1250,1059,105
1252,1059,570
1253,1059,420
1254,1059,195
1256,1059,210
1258,1059,1575
1259,1059,105
1262,1059,3780
1264,1059,90
1271,1059,450
1272,1059,480
1274,1059,135
1275,1059,1125
1277,1059,270
1278,1059,75
1281,1059,2790
1283,1059,90
1285,1059,1065
1287,1059,120
1290,1059,120
1294,1059,30
1297,1059,450
1299,1059,2595
1300,1059,135
1301,1059,75
1302,1059,180
1304,1059,645
1306,1059,210
1307,1059,225
1315,1059,120
1318,1059,180
1320,1059,1350
1322,1059,75
1325,1059,375
1326,1059,300
1328,1059,45
1329,1059,30
1332,1059,195
1334,1059,135
1337,1059,30
1338,1059,825
1339,1059,180
1342,1059,435
1344,1059,1410
1350,1059,870
1351,1059,690
1359,1059,3975
1361,1059,45
1363,1059,45
1364,1059,45
1372,1059,735
1374,1059,1245
1376,1059,1740
1378,1059,390
1382,1059,1650
1384,1059,1260
1386,1059,225
1387,1059,1035
1388,1059,540
1389,1059,90
1391,1059,165
1394,1059,135
1396,1059,45
1397,1059,705
1399,1059,105
1402,1059,45
1404,1059,105
1406,1059,105
1412,1059,225
1413,1059,45
1414,1059,120
1415,1059,165
1417,1059,60
1420,1059,555
1423,1059,435
1426,1059,195
1428,1059,105
1436,1059,30
1440,1059,180
1441,1059,405
1443,1059,30
1445,1059,900
1447,1059,90
1455,1059,210
1458,1059,60
1459,1059,270
1462,1059,90
1463,1059,315
1465,1059,1215
1467,1059,105
1469,1059,150
1470,1059,465
1471,1059,705
1474,1059,240
1479,1059,270
1483,1059,900
1484,1059,60
1486,1059,330
1488,1059,465
1489,1059,45
1490,1059,240
1492,1059,30
1494,1059,795
1496,1059,435
1498,1059,30
1499,1059,1125
1506,1059,45
1518,1059,1170
1522,1059,75
1523,1059,495
1525,1059,45
1528,1059,105
1529,1059,285
1535,1059,345
1536,1059,240
1543,1059,975
1549,1059,480
1551,1059,1575
1553,1059,1395
1554,1059,60
1555,1059,330
1559,1059,315
1561,1059,375
1564,1059,705
1566,1059,105
1569,1059,150
1571,1059,75
1572,1059,930
1575,1059,30
1576,1059,210
1582,1059,195
1583,1059,315
1585,1059,105
1589,1059,270
1590,1059,285
1591,1059,60
1594,1059,480
1595,1059,315
1597,1059,345
1598,1059,135
1599,1059,255
1602,1059,240
1604,1059,195
1606,1059,135
1609,1059,90
1610,1059,1410
1612,1059,240
1619,1059,660
1627,1059,120
1630,1059,345
1632,1059,75
1637,1059,195
1638,1059,1245
1639,1059,105
1643,1059,120
1644,1059,45
1646,1059,765
1647,1059,270
1648,1059,45
1649,1059,135
1654,1059,495
1659,1059,675
1661,1059,285
1662,1059,330
1666,1059,150
1667,1059,510
1668,1059,105
1671,1059,510
1673,1059,240
1674,1059,240
1676,1059,210
1677,1059,45
1678,1059,240
1680,1059,600
1681,1059,135
1682,1059,135
1687,1059,75
1688,1059,435
1689,1059,105
1692,1059,1635
1693,1059,420
1695,1059,1380
1697,1059,1620
1700,1059,390
1703,1059,75
1704,1059,30
1705,1059,405
1709,1059,270
1712,1059,45
1715,1059,3585
1717,1059,165
1720,1059,30
1721,1059,1440
1722,1059,75
1726,1059,315
1727,1059,300
1728,1059,120
1729,1059,600
1730,1059,465
1733,1059,915
1736,1059,165
1738,1059,180
1740,1059,120
1741,1059,690
1742,1059,315
1743,1059,1380
1748,1059,540
1751,1059,285
1754,1059,30
1757,1059,30
1758,1059,1020
1759,1059,45
1760,1059,435
1765,1059,210
1766,1059,930
1767,1059,135
1769,1059,60
1770,1059,330
1771,1059,480
1774,1059,360
1775,1059,45
1776,1059,300
1781,1059,840
1787,1059,1155
1788,1059,90
1792,1059,630
1793,1059,525
1794,1059,75
1795,1059,1260
1796,1059,150
1797,1059,495
1798,1059,90
1799,1059,90
1801,1059,1185
1806,1059,195
1810,1059,45
1811,1059,150
1813,1059,60
1814,1059,660
1816,1059,480
1818,1059,345
1819,1059,105
1820,1059,90
1821,1059,585
1822,1059,375
1823,1059,870
1824,1059,285
1826,1059,1965
1829,1059,1095
1832,1059,45
1833,1059,135
1834,1059,90
1835,1059,165
1837,1059,480
1838,1059,150
1844,1059,330
1847,1059,45
1851,1059,45
1853,1059,510
1855,1059,1245
1856,1059,270
1857,1059,75
1858,1059,75
1859,1059,705
1860,1059,90
1862,1059,90
1863,1059,150
1865,1059,45
1867,1059,240
1868,1059,480
1870,1059,1965
1871,1059,75
1872,1059,1785
1873,1059,195
1875,1059,105
1879,1059,60
1880,1059,165
1884,1059,60
1886,1059,675
1888,1059,75
1890,1059,915
1895,1059,390
1896,1059,60
1898,1059,75
1901,1059,90
1907,1059,45
1912,1059,45
1915,1059,270
1920,1059,375
1925,1059,330
1926,1059,90
1928,1059,45
1929,1059,315
1930,1059,210
1933,1059,30
1936,1059,225
1937,1059,195
1938,1059,45
1939,1059,165
1943,1059,705
1944,1059,300
1948,1059,795
1950,1059,1320
1953,1059,240
1959,1059,60
1963,1059,180
1966,1059,45
1967,1059,510
1969,1059,330
1971,1059,30
1975,1059,150
1980,1059,780
1981,1059,210
1982,1059,630
1986,1059,300
1988,1059,105
1996,1059,30
1998,1059,540
1999,1059,435
2000,1059,120
2002,1059,255
2003,1059,975
2004,1059,30
2005,1059,270
2007,1059,30
2008,1059,75
2011,1059,30
2013,1059,375
2014,1059,585
2016,1059,795
2018,1059,525
2020,1059,45
2021,1059,870
2023,1059,90
2025,1059,30
2030,1059,1245
2031,1059,135
2032,1059,225
2034,1059,1980
2035,1059,30
2041,1059,270
2042,1059,165
2043,1059,975
2045,1059,780
2047,1059,60
2052,1059,90
2053,1059,105
2055,1059,45
2056,1059,165
2057,1059,435
2059,1059,30
2064,1059,195
2066,1059,135
2068,1059,1305
2079,1059,120
2083,1059,180
2085,1059,300
2086,1059,45
2088,1059,690
2089,1059,240
2092,1059,345
2093,1059,180
2098,1059,330
2100,1059,150
2101,1059,1125
2102,1059,210
2104,1059,165
2106,1059,45
2109,1059,2550
2112,1059,150
2118,1059,30
2119,1059,30
2124,1059,420
2125,1059,90
2129,1059,150
2132,1059,150
2139,1059,810
2140,1059,105
2141,1059,30
2142,1059,165
2143,1059,705
2144,1059,105
2146,1059,555
2148,1059,165
2149,1059,345
2150,1059,60
2151,1059,210
2153,1059,1410
2154,1059,30
2156,1059,90
2158,1059,165
2159,1059,120
2160,1059,345
2161,1059,195
2162,1059,30
2163,1059,210
2164,1059,90
2166,1059,240
2170,1059,360
2172,1059,270
2173,1059,225
2174,1059,810
2175,1059,75
2176,1059,75
2177,1059,75
2180,1059,285
2183,1059,90
2187,1059,300
2188,1059,480
2189,1059,180
2190,1059,600
2191,1059,30
2194,1059,405
2198,1059,360
2200,1059,240
2201,1059,420
2205,1059,1020
2206,1059,840
2208,1059,315
2211,1059,225
2216,1059,60
2217,1059,135
2218,1059,360
2219,1059,150
2222,1059,2430
2223,1059,495
2224,1059,30
2226,1059,135
2228,1059,45
2230,1059,495
2236,1059,135
2238,1059,75
2241,1059,360
2242,1059,5220
2243,1059,150
2249,1059,765
2250,1059,75
2255,1059,180
2259,1059,75
2260,1059,45
2262,1059,120
2264,1059,105
2265,1059,1950
2266,1059,255
2268,1059,30
2269,1059,225
2271,1059,375
2273,1059,105
2274,1059,615
2275,1059,450
2279,1059,75
2283,1059,120
2285,1059,360
2286,1059,75
2289,1059,1485
2293,1059,300
2294,1059,60
2295,1059,60
2296,1059,600
2300,1059,240
2302,1059,300
2310,1059,360
2312,1059,1530
2316,1059,930
2319,1059,660
2320,1059,225
2321,1059,630
2325,1059,375
2329,1059,615
2330,1059,90
2337,1059,1560
2338,1059,45
2339,1059,165
2345,1059,30
2348,1059,195
2350,1059,210
2353,1059,285
2356,1059,105
2359,1059,150
2363,1059,45
2364,1059,195
2366,1059,675
2368,1059,45
2369,1059,1290
2370,1059,90
2371,1059,105
2372,1059,90
2376,1059,75
2377,1059,75
2378,1059,300
2384,1059,690
2385,1059,90
2391,1059,135
2392,1059,285
2394,1059,195
2399,1059,1620
2402,1059,210
2403,1059,255
2405,1059,30
2408,1059,195
2411,1059,240
2413,1059,60
2421,1059,240
2426,1059,150
2428,1059,225
2429,1059,150
2433,1059,30
2436,1059,735
2437,1059,1095
2439,1059,585
2440,1059,1305
2441,1059,45
2442,1059,135
2448,1059,90
2450,1059,30
2451,1059,30
2452,1059,285
2454,1059,750
2456,1059,2670
2457,1059,615
2461,1059,990
2465,1059,165
2467,1059,285
2471,1059,120
2480,1059,240
2481,1059,315
2484,1059,360
2485,1059,285
2490,1059,465
2491,1059,285
2494,1059,60
2496,1059,225
2497,1059,720
2498,1059,105
2499,1059,105
2500,1059,105
2502,1059,150
2504,1059,540
2509,1059,195
2510,1059,120
2511,1059,60
2512,1059,300
2514,1059,75
2517,1059,180
2518,1059,1260
2522,1059,270
2524,1059,60
2525,1059,105
2528,1059,345
2529,1059,435
2531,1059,210
2535,1059,975
2538,1059,150
2539,1059,105
2541,1059,45
2544,1059,90
2546,1059,30
2547,1059,135
2552,1059,45
2554,1059,285
2555,1059,150
2557,1059,135
2559,1059,45
2563,1059,330
2567,1059,105
2569,1059,60
2570,1059,165
2571,1059,30
2579,1059,120
